"SYMBOL 
","COMPANY 
","REGULATION 
","NAME OF THE ACQUIRER/DISPOSER 
","CATEGORY OF PERSON 
","TYPE OF SECURITY (PRIOR) 
","NO. OF SECURITY (PRIOR) 
","% SHAREHOLDING (PRIOR) 
","TYPE OF SECURITY (ACQUIRED/DISPLOSED) 
","NO. OF SECURITIES (ACQUIRED/DISPLOSED) 
","VALUE OF SECURITY (ACQUIRED/DISPLOSED) 
","ACQUISITION/DISPOSAL TRANSACTION TYPE 
","TYPE OF SECURITY (POST) 
","NO. OF SECURITY (POST) 
","% POST 
","DATE OF ALLOTMENT/ACQUISITION FROM 
","DATE OF ALLOTMENT/ACQUISITION TO 
","DATE OF INITMATION TO COMPANY 
","MODE OF ACQUISITION 
","DERIVATIVE TYPE SECURITY 
","DERIVATIVE CONTRACT SPECIFICATION 
","NOTIONAL VALUE(BUY) 
","NUMBER OF UNITS/CONTRACT LOT SIZE (BUY) 
","NOTIONAL VALUE(SELL) 
","NUMBER OF UNITS/CONTRACT LOT SIZE  (SELL) 
","EXCHANGE 
","REMARK 
","BROADCASTE DATE AND TIME 
","XBRL 
"
"LIBAS","Libas Consumer Products Limited","7(2)","Riyaz Ganji","Promoters","Equity Shares","4081813","15.49",,"36787","373238","Buy","Equity Shares","4118600","15.63","12-Mar-2026","12-Mar-2026","13-Mar-2026","Market Purchase","-","-","0","0","0","0","NSE","-","13-Mar-2026 19:18","https://nsearchives.nseindia.com/corporate/xbrl/IT_1195794_1635714_13032026071851_WEB.xml"
"HCLTECH","HCL Technologies Limited","7(2)","HCL Technologies Stock Options Trust","-","Equity Shares","7899626","0.29",,"1138","1548818","Sell","Equity Shares","7898488","0.29","10-Mar-2026","10-Mar-2026","12-Mar-2026","ESOP","-","-","0","0","0","0","NA","-","13-Mar-2026 18:52","https://nsearchives.nseindia.com/corporate/xbrl/IT_1195792_1635693_13032026065256_WEB.xml"
"SENCO","Senco Gold Limited","7(2)","Suvankar Sen","Promoters","Equity Shares","23840156","14.56",,"8270","2494397","Buy","Equity Shares","23848426","14.56","11-Mar-2026","11-Mar-2026","12-Mar-2026","Market Purchase","-","-","0","0","0","0","NSE","-","13-Mar-2026 18:52","https://nsearchives.nseindia.com/corporate/xbrl/IT_1195791_1635691_13032026065236_WEB.xml"
"SENCO","Senco Gold Limited","7(2)","Joita Sen","Promoter Group","Equity Shares","1433630","0.88",,"11640","3488247","Buy","Equity Shares","1445270","0.88","10-Mar-2026","11-Mar-2026","12-Mar-2026","Market Purchase","-","-","0","0","0","0","NSE","-","13-Mar-2026 18:52","https://nsearchives.nseindia.com/corporate/xbrl/IT_1195791_1635691_13032026065236_WEB.xml"
"SENCO","Senco Gold Limited","7(2)","Om Gaan Ganpataye Bajrangbali Trust (Trustee- Mr. Suvankar Sen & Mrs. Ranjana Sen)","Promoters","Equity Shares","10678042","6.52",,"18355","5453638","Buy","Equity Shares","10696397","6.53","10-Mar-2026","10-Mar-2026","12-Mar-2026","Market Purchase","-","-","0","0","0","0","NSE","-","13-Mar-2026 18:52","https://nsearchives.nseindia.com/corporate/xbrl/IT_1195791_1635691_13032026065236_WEB.xml"
"SENCO","Senco Gold Limited","7(2)","Jai Hanuman Shri Siddhivinayak Trust (Trustee- Mr. Suvankar Sen & Mrs. Joita Sen)","Promoters","Equity Shares","67940171","41.5",,"33415","9923253","Buy","Equity Shares","67973586","41.5","10-Mar-2026","10-Mar-2026","12-Mar-2026","Market Purchase","-","-","0","0","0","0","NSE","-","13-Mar-2026 18:52","https://nsearchives.nseindia.com/corporate/xbrl/IT_1195791_1635691_13032026065236_WEB.xml"
"SPECIALITY","Speciality Restaurants Limited","7(2)","Anjan Chatterjee","Promoters","Equity Shares","12464448","25.84",,"2131","213877","Buy","Equity Shares","12466579","25.85","10-Mar-2026","10-Mar-2026","12-Mar-2026","Market Purchase","-","-","0","0","0","0","NSE","-","13-Mar-2026 18:51","https://nsearchives.nseindia.com/corporate/xbrl/IT_1195788_1635687_13032026065100_WEB.xml"
"SPECIALITY","Speciality Restaurants Limited","7(2)","Anjan Chatterjee","Promoters","Equity Shares","12466579","25.85",,"21456","2139867","Buy","Equity Shares","12488035","25.89","12-Mar-2026","12-Mar-2026","13-Mar-2026","Market Purchase","-","-","0","0","0","0","NSE","-","13-Mar-2026 18:51","https://nsearchives.nseindia.com/corporate/xbrl/IT_1195788_1635687_13032026065100_WEB.xml"
"JUBLINGREA","Jubilant Ingrevia Limited","7(2)","Jubilant Ingrevia Employees Welfare Trust","Other","Equity Shares","1433127","0.9",,"3658","2114141","Sell","Equity Shares","1429469","0.9","13-Mar-2026","13-Mar-2026","13-Mar-2026","ESOP","-","-","0","0","0","0","NSE","-","13-Mar-2026 18:48","https://nsearchives.nseindia.com/corporate/xbrl/IT_1195786_1635683_13032026064849_WEB.xml"
"IRB","IRB Infrastructure Developers Limited","7(2)","IRB Holding Private Limited (Formerly known as Mhaiskar Ventures Private Limited)","Promoter Group","Equity Shares","1795323150","29.73",,"1100000","46084500","Buy","Equity Shares","1796423150","29.75","13-Mar-2026","13-Mar-2026","13-Mar-2026","Market Purchase","-","-","0","0","0","0","NSE","-","13-Mar-2026 18:47","https://nsearchives.nseindia.com/corporate/xbrl/IT_1195784_1635678_13032026064754_WEB.xml"
"IRB","IRB Infrastructure Developers Limited","7(2)","IRB Holding Private Limited (Formerly known as Mhaiskar Ventures Private Limited)","Promoter Group","Equity Shares","1794223150","29.71",,"1100000","46745270","Buy","Equity Shares","1795323150","29.73","12-Mar-2026","12-Mar-2026","13-Mar-2026","Market Purchase","-","-","0","0","0","0","NSE","-","13-Mar-2026 18:47","https://nsearchives.nseindia.com/corporate/xbrl/IT_1195784_1635678_13032026064754_WEB.xml"
"GEMAROMA","Gem Aromatics Limited","7(2)","Kaksha Vipul Parekh","Promoters","Equity Shares","4523219","8.66",,"50000","8796500","Buy","Equity Shares","4573219","8.75","13-Mar-2026","13-Mar-2026","13-Mar-2026","Market Purchase","-","-","0","0","0","0","BSE","-","13-Mar-2026 18:46","https://nsearchives.nseindia.com/corporate/xbrl/IT_1195783_1635676_13032026064656_WEB.xml"
"GEMAROMA","Gem Aromatics Limited","7(2)","Kaksha Vipul Parekh","Promoters","Equity Shares","4573219","8.75",,"10000","1756700","Buy","Equity Shares","4583219","8.77","13-Mar-2026","13-Mar-2026","13-Mar-2026","Market Purchase","-","-","0","0","0","0","NSE","-","13-Mar-2026 18:46","https://nsearchives.nseindia.com/corporate/xbrl/IT_1195783_1635676_13032026064656_WEB.xml"
"STEELXIND","STEEL EXCHANGE INDIA LIMITED","7(2)","VIZAG PROFILES PRIVATE LIMITED","Promoter Group","Equity Shares","244877520","19.63",,"50000000","401000000","Pledge","Equity Shares","244877520","19.63","11-Mar-2026","11-Mar-2026","12-Mar-2026","Pledge Creation","-","-","0","0","0","0","NA","-","13-Mar-2026 18:44","https://nsearchives.nseindia.com/corporate/xbrl/IT_1195782_1635673_13032026064416_WEB.xml"
"THOMASCOOK","Thomas Cook  (India)  Limited","7(3)","IDBI Trusteeship Services Limited","-","Equity Shares","4574124","0.97",,"4668","774515","Sell","Equity Shares","4569456","0.97","11-Mar-2026","11-Mar-2026","12-Mar-2026","ESOP","-","-","0","0","0","0","NA","-","13-Mar-2026 18:29","https://nsearchives.nseindia.com/corporate/xbrl/IT_1195778_1635652_13032026062954_WEB.xml"
"THOMASCOOK","Thomas Cook  (India)  Limited","7(3)","IDBI Trusteeship Services Limited","-","Equity Shares","4569456","0.97",,"2000","275860","Sell","Equity Shares","4567456","0.97","12-Mar-2026","12-Mar-2026","13-Mar-2026","ESOP","-","-","0","0","0","0","NA","-","13-Mar-2026 18:29","https://nsearchives.nseindia.com/corporate/xbrl/IT_1195778_1635652_13032026062954_WEB.xml"
"SURAJEST","Suraj Estate Developers Limited","7(2)","Shreepal Shah","Key Managerial Personnel","Equity Shares","7000","0.02",,"1100","214473","Buy","Equity Shares","8100","0.17","13-Mar-2026","13-Mar-2026","13-Mar-2026","Market Purchase","-","-","0","0","0","0","NSE","-","13-Mar-2026 18:01","https://nsearchives.nseindia.com/corporate/xbrl/IT_1195776_1635620_13032026060101_WEB.xml"
"NIITMTS","Niit Learning Systems Limited","7(2)","Bimal K Jain","-","Equity Shares","34000","0.02",,"4000","1255480","Sell","Equity Shares","30000","0.02","11-Mar-2026","11-Mar-2026","11-Mar-2026","Market Sale","-","-","0","0","0","0","NSE","-","13-Mar-2026 17:59","https://nsearchives.nseindia.com/corporate/xbrl/IT_1195774_1635617_13032026055947_WEB.xml"
"COSMOFIRST","COSMO FIRST LIMITED","7(2)","COSMO FILMS ESOP TRUST 2015","Other","Equity Shares","351572","1.34",,"48750","487500","Sell","Equity Shares","302822","1.15","10-Mar-2026","10-Mar-2026","12-Mar-2026","ESOP","-","-","0","0","0","0","NA","-","13-Mar-2026 17:43","https://nsearchives.nseindia.com/corporate/xbrl/IT_1195772_1635599_13032026054304_WEB.xml"
"SURAJEST","Suraj Estate Developers Limited","7(2)","MargaretteShwetha Thomas","Promoter Group","Equity Shares","163054","0.34",,"7000","1430155","Buy","Equity Shares","170054","0.36","12-Mar-2026","12-Mar-2026","13-Mar-2026","Market Purchase","-","-","0","0","0","0","BSE","-","13-Mar-2026 17:36","https://nsearchives.nseindia.com/corporate/xbrl/IT_1195770_1635594_13032026053620_WEB.xml"
"ADVENZYMES","Advanced Enzyme Technologies Limited","7(2)","Vasant Rathi","Promoters","Equity Shares","29853702","26.69",,"18000","5372179","Buy","Equity Shares","29871702","26.69","11-Mar-2026","11-Mar-2026","11-Mar-2026","Market Purchase","-","-","0","0","0","0","NSE","-","13-Mar-2026 17:29","https://nsearchives.nseindia.com/corporate/xbrl/IT_1195768_1635587_13032026052923_WEB.xml"
"NCLIND","NCL Industries Limited","7(2)","NCL holdings (A&S) Ltd","Promoter Group","Equity Shares","193146","0.43",,"19829","3635449","Buy","Equity Shares","212975","0.47","12-Mar-2026","12-Mar-2026","13-Mar-2026","Market Purchase","-","-","0","0","0","0","NSE","-","13-Mar-2026 17:28","https://nsearchives.nseindia.com/corporate/xbrl/IT_1195767_1635584_13032026052826_WEB.xml"
"LIBERTSHOE","Liberty Shoes Limited","7(2)","Shammi Bansal","Promoters","Equity Shares","262360","1.54",,"10000","2560000","Buy","Equity Shares","272360","1.6","13-Mar-2026","13-Mar-2026","13-Mar-2026","Market Purchase","-","-","0","0","0","0","NSE","-","13-Mar-2026 17:19","https://nsearchives.nseindia.com/corporate/xbrl/IT_1195763_1635578_13032026051900_WEB.xml"
"LIBERTSHOE","Liberty Shoes Limited","7(2)","Anupam Bansal","Promoters","Equity Shares","495605","2.91",,"2000","468760","Buy","Equity Shares","497605","2.92","12-Mar-2026","12-Mar-2026","13-Mar-2026","Market Purchase","-","-","0","0","0","0","BSE","-","13-Mar-2026 17:19","https://nsearchives.nseindia.com/corporate/xbrl/IT_1195763_1635578_13032026051900_WEB.xml"
"LIBERTSHOE","Liberty Shoes Limited","7(2)","Anupam Bansal","Promoters","Equity Shares","497605","2.92",,"5950","1394554","Buy","Equity Shares","503555","2.96","12-Mar-2026","12-Mar-2026","13-Mar-2026","Market Purchase","-","-","0","0","0","0","NSE","-","13-Mar-2026 17:19","https://nsearchives.nseindia.com/corporate/xbrl/IT_1195763_1635578_13032026051900_WEB.xml"
"WHEELS","Wheels India Limited","7(2)","Srivats Ram","Key Managerial Personnel","Equity Shares","111876","0.46",,"70688","62489484","Buy","Equity Shares","182564","0.75","09-Mar-2026","09-Mar-2026","11-Mar-2026","Market Purchase","-","-","0","0","0","0","NSE","-","13-Mar-2026 17:14","https://nsearchives.nseindia.com/corporate/xbrl/IT_1195761_1635569_13032026051405_WEB.xml"
"NCC","NCC Limited","7(2)","Sirisha Projects Private Limited","Promoters","Equity Shares","22181826","3.53",,"342619","50956993","Buy","Equity Shares","22524445","3.59","11-Mar-2026","12-Mar-2026","13-Mar-2026","Market Purchase","-","-","0","0","0","0","NSE","-","13-Mar-2026 17:12","https://nsearchives.nseindia.com/corporate/xbrl/IT_1195760_1635566_13032026051256_WEB.xml"
"360ONE","360 ONE WAM LIMITED","7(2)","Anshuman Maheshwary","Employees/Designated Employees","Equity Shares","135152","0.03",,"25000","29252500","Pledge Revoke","Equity Shares","135152","0.03","19-Jan-2026","19-Jan-2026","21-Jan-2026","Revokation of Pledge","-","-","0","0","0","0","NA","-","13-Mar-2026 16:53","https://nsearchives.nseindia.com/corporate/xbrl/IT_1195755_1635551_13032026045330_WEB.xml"
"SELLOWRAP","Sellowrap Industries Limited","7(2)","Pooja Poddar","Promoters","Equity Shares","995000","7.23",,"19200","1314880","Buy","Equity Shares","1014200","7.37","23-Feb-2026","12-Mar-2026","13-Mar-2026","Market Purchase","-","-","0","0","0","0","NSE","-","13-Mar-2026 16:47","https://nsearchives.nseindia.com/corporate/xbrl/IT_1195754_1635540_13032026044716_WEB.xml"
"TTL","T T Limited","7(2)","T.T. BRANDS LIMITED","Promoter Group","Equity Shares","88293005","34.18",,"143000","1282518","Buy","Equity Shares","88436005","34.23","09-Mar-2026","13-Mar-2026","13-Mar-2026","Market Purchase","-","-","0","0","0","0","NSE","-","13-Mar-2026 16:44","https://nsearchives.nseindia.com/corporate/xbrl/IT_1195752_1635535_13032026044448_WEB.xml"
"MARATHON","Marathon Nextgen Realty Limited","7(2)","Ansuya Ramniklal Shah","Promoter Group","Equity Shares","114600","0.17",,"1377","576384","Buy","Equity Shares","115977","0.17","11-Mar-2026","11-Mar-2026","12-Mar-2026","Market Purchase","-","-","0","0","0","0","NSE","-","13-Mar-2026 16:44","https://nsearchives.nseindia.com/corporate/xbrl/IT_1195750_1635532_13032026044421_WEB.xml"
"MARATHON","Marathon Nextgen Realty Limited","7(2)","Ansuya Ramniklal Shah","Promoter Group","Equity Shares","115977","0.17",,"15000","6162900","Buy","Equity Shares","130977","0.19","12-Mar-2026","12-Mar-2026","12-Mar-2026","Market Purchase","-","-","0","0","0","0","NSE","-","13-Mar-2026 16:44","https://nsearchives.nseindia.com/corporate/xbrl/IT_1195750_1635532_13032026044421_WEB.xml"
"MARATHON","Marathon Nextgen Realty Limited","7(2)","Ansuya Ramniklal Shah","Promoter Group","Equity Shares","89600","0.13",,"25000","10712750","Buy","Equity Shares","114600","0.17","10-Mar-2026","10-Mar-2026","12-Mar-2026","Market Purchase","-","-","0","0","0","0","NSE","-","13-Mar-2026 16:44","https://nsearchives.nseindia.com/corporate/xbrl/IT_1195750_1635532_13032026044421_WEB.xml"
"NCLIND","NCL Industries Limited","7(2)","Kakatiya Industries (P) Ltd","Promoter Group","Equity Shares","590462","1.3",,"2000","362000","Buy","Equity Shares","592462","1.31","12-Mar-2026","12-Mar-2026","13-Mar-2026","Market Purchase","-","-","0","0","0","0","NSE","-","13-Mar-2026 16:39","https://nsearchives.nseindia.com/corporate/xbrl/IT_1195746_1635525_13032026043923_WEB.xml"
"NCLIND","NCL Industries Limited","7(2)","NCL holdings (A&S) Ltd","Promoter Group","Equity Shares","182418","0.4",,"10728","1971163","Buy","Equity Shares","193146","0.42","11-Mar-2026","11-Mar-2026","12-Mar-2026","Market Purchase","-","-","0","0","0","0","NSE","-","13-Mar-2026 16:39","https://nsearchives.nseindia.com/corporate/xbrl/IT_1195746_1635525_13032026043923_WEB.xml"
"NCLIND","NCL Industries Limited","7(2)","KALIDINDI RAVI","Director","Equity Shares","3072520","6.79",,"9500","1691000","Buy","Equity Shares","3082020","6.81","12-Mar-2026","12-Mar-2026","12-Mar-2026","Inter-se-Transfer","-","-","0","0","0","0","NA","-","13-Mar-2026 16:39","https://nsearchives.nseindia.com/corporate/xbrl/IT_1195746_1635525_13032026043923_WEB.xml"
"NCLIND","NCL Industries Limited","7(2)","KALIDINDI RAVI","Director","Equity Shares","3082020","6.81",,"108","19440","Buy","Equity Shares","3082128","6.81","12-Mar-2026","12-Mar-2026","12-Mar-2026","Market Purchase","-","-","0","0","0","0","NSE","-","13-Mar-2026 16:39","https://nsearchives.nseindia.com/corporate/xbrl/IT_1195746_1635525_13032026043923_WEB.xml"
"NCLIND","NCL Industries Limited","7(2)","G T Sandeep","Promoter Group","Equity Shares","91222","0.2",,"9500","1691000","Sell","Equity Shares","81722","0.18","12-Mar-2026","12-Mar-2026","12-Mar-2026","Inter-se-Transfer","-","-","0","0","0","0","NA","-","13-Mar-2026 16:39","https://nsearchives.nseindia.com/corporate/xbrl/IT_1195746_1635525_13032026043923_WEB.xml"
"HOMESFY","Homesfy Realty Limited","7(2)","Ashish Kukreja","Promoters","Equity Shares","1560612","48.37",,"300","43200","Buy","Equity Shares","1560912","48.38","10-Mar-2026","11-Mar-2026","13-Mar-2026","Market Purchase","-","-","0","0","0","0","NSE","-","13-Mar-2026 16:20","https://nsearchives.nseindia.com/corporate/xbrl/IT_1195742_1635509_13032026042038_WEB.xml"
"HOMESFY","Homesfy Realty Limited","7(2)","Ashish Kukreja","Promoters","Equity Shares","1560912","48.38",,"300","41355","Buy","Equity Shares","1562112","48.39","12-Mar-2026","13-Mar-2026","13-Mar-2026","Market Purchase","-","-","0","0","0","0","NSE","-","13-Mar-2026 16:20","https://nsearchives.nseindia.com/corporate/xbrl/IT_1195742_1635509_13032026042038_WEB.xml"
"OBSCP","OBSC Perfection Limited","7(2)","Omega Bright Steel & Components Private Limited","Promoters","Equity Shares","9045400","34.99",,"3600","1056590","Buy","Equity Shares","9049000","35.01","12-Mar-2026","13-Mar-2026","13-Mar-2026","Market Purchase","-","-","0","0","0","0","NSE","-","13-Mar-2026 16:13","https://nsearchives.nseindia.com/corporate/xbrl/IT_1195740_1635503_13032026041333_WEB.xml"
"HINDCON","Hindcon Chemicals Limited","7(2)","HINDCON SOLUTIONS PRIVATE LIMITED","Promoters","Equity Shares","12666925","24.75",,"5421","108599","Sell","Equity Shares","12661504","24.73","11-Mar-2026","11-Mar-2026","12-Mar-2026","Market Sale","-","-","0","0","0","0","NSE","-","13-Mar-2026 15:47","https://nsearchives.nseindia.com/corporate/xbrl/IT_1195738_1635483_13032026034756_WEB.xml"
"HINDCON","Hindcon Chemicals Limited","7(2)","Vansh Goenka","Promoters","Equity Shares","2915975","5.7",,"5000","100350","Buy","Equity Shares","2920975","5.71","11-Mar-2026","11-Mar-2026","12-Mar-2026","Market Purchase","-","-","0","0","0","0","NSE","-","13-Mar-2026 15:47","https://nsearchives.nseindia.com/corporate/xbrl/IT_1195738_1635483_13032026034756_WEB.xml"
"HINDCON","Hindcon Chemicals Limited","7(2)","Vansh Goenka","Promoters","Equity Shares","2920975","5.71",,"111","2113","Buy","Equity Shares","2921086","5.71","12-Mar-2026","12-Mar-2026","13-Mar-2026","Market Purchase","-","-","0","0","0","0","NSE","-","13-Mar-2026 15:47","https://nsearchives.nseindia.com/corporate/xbrl/IT_1195738_1635483_13032026034756_WEB.xml"
"BAIDFIN","Baid Finserv Limited","7(2)","DREAM REALMART PRIVATE LIMITED","Promoter Group","Equity Shares","6909330","4.6",,"2401366","15","Buy","Equity Shares","9310696","6.01","12-Mar-2026","12-Mar-2026","13-Mar-2026","Conversion of security","-","-","0","0","0","0","NA","-","13-Mar-2026 15:35","https://nsearchives.nseindia.com/corporate/xbrl/IT_1195735_1635470_13032026033516_WEB.xml"
"BAIDFIN","Baid Finserv Limited","7(2)","NIRANJANA PROPERTIES PRIVATE LIMITED","Promoter Group","Equity Shares","4648000","3.1",,"2401366","15","Buy","Equity Shares","7049366","4.55","12-Mar-2026","12-Mar-2026","13-Mar-2026","Conversion of security","-","-","0","0","0","0","NA","-","13-Mar-2026 15:35","https://nsearchives.nseindia.com/corporate/xbrl/IT_1195735_1635470_13032026033516_WEB.xml"
"WHIRLPOOL","Whirlpool of India Limited","7(2)","Vikas Singhal","-","Equity Shares","2754","0",,"804","710452","Buy","Equity Shares","3558","0","10-Mar-2026","11-Mar-2026","11-Mar-2026","Market Purchase","-","-","0","0","0","0","NSE","-","13-Mar-2026 15:29","https://nsearchives.nseindia.com/corporate/xbrl/IT_1195733_1635465_13032026032901_WEB.xml"
"GHCL","GHCL Limited","7(2)","Ravi Shanker Jalan","Director","Equity Shares","500300","0.54",,"50000","22901684","Sell","Equity Shares","450300","0.49","11-Mar-2026","12-Mar-2026","13-Mar-2026","Market Sale","-","-","0","0","0","0","NSE","-","13-Mar-2026 15:16","https://nsearchives.nseindia.com/corporate/xbrl/IT_1195731_1635457_13032026031613_WEB.xml"
"GHCL","GHCL Limited","7(2)","Hindustan Commercial Company Limited","Promoters","Equity Shares","2944737","3.2",,"15500","7142515","Buy","Equity Shares","2960237","3.22","11-Mar-2026","12-Mar-2026","13-Mar-2026","Market Purchase","-","-","0","0","0","0","NSE","-","13-Mar-2026 15:16","https://nsearchives.nseindia.com/corporate/xbrl/IT_1195731_1635457_13032026031613_WEB.xml"
"UGARSUGAR","The Ugar Sugar Works Limited","7(2)","TARINI  SANAT SHIRGAOKAR","Promoters","Equity Shares","938000","0.83",,"15000","563438","Buy","Equity Shares","953000","0.84","09-Mar-2026","12-Mar-2026","12-Mar-2026","Market Purchase","-","-","0","0","0","0","NSE","-","13-Mar-2026 15:10","https://nsearchives.nseindia.com/corporate/xbrl/IT_1195729_1635454_13032026031005_WEB.xml"
"DIAMINESQ","Diamines & Chemicals Limited","7(2)","Cherry A Mehta","Promoters","Equity Shares","1075074","10.99",,"573","127779","Buy","Equity Shares","1075647","10.99","12-Mar-2026","12-Mar-2026","13-Mar-2026","Market Purchase","-","-","0","0","0","0","BSE","-","13-Mar-2026 15:09","https://nsearchives.nseindia.com/corporate/xbrl/IT_1195727_1635451_13032026030907_WEB.xml"
"DIAMINESQ","Diamines & Chemicals Limited","7(2)","Mohak A Mehta","Promoters","Equity Shares","500773","5.12",,"400","89200","Buy","Equity Shares","501173","5.12","12-Mar-2026","12-Mar-2026","13-Mar-2026","Market Purchase","-","-","0","0","0","0","BSE","-","13-Mar-2026 15:09","https://nsearchives.nseindia.com/corporate/xbrl/IT_1195727_1635451_13032026030907_WEB.xml"
"DIAMINESQ","Diamines & Chemicals Limited","7(2)","Amit M Mehta","Promoters","Equity Shares","1276716","13.05",,"600","133800","Buy","Equity Shares","1277316","13.06","12-Mar-2026","12-Mar-2026","13-Mar-2026","Market Purchase","-","-","0","0","0","0","BSE","-","13-Mar-2026 15:09","https://nsearchives.nseindia.com/corporate/xbrl/IT_1195727_1635451_13032026030907_WEB.xml"
"DIAMINESQ","Diamines & Chemicals Limited","7(2)","Harsh A Mehta","Promoters","Equity Shares","510618","5.22",,"400","89200","Buy","Equity Shares","511018","5.22","12-Mar-2026","12-Mar-2026","13-Mar-2026","Market Purchase","-","-","0","0","0","0","BSE","-","13-Mar-2026 15:09","https://nsearchives.nseindia.com/corporate/xbrl/IT_1195727_1635451_13032026030907_WEB.xml"
"OBCL","Orissa Bengal Carrier Limited","7(2)","Ravi Agrawal","Promoters","Equity Shares","9522719","45.16",,"121039","6713511","Buy","Equity Shares","9643758","45.74","10-Mar-2026","12-Mar-2026","12-Mar-2026","Market Purchase","-","-","0","0","0","0","NSE","-","13-Mar-2026 15:07","https://nsearchives.nseindia.com/corporate/xbrl/IT_1195726_1635449_13032026030756_WEB.xml"
"OBCL","Orissa Bengal Carrier Limited","7(2)","Ravi Agrawal","Promoters","Equity Shares","9643758","45.74",,"484","27346","Buy","Equity Shares","9644242","45.74","12-Mar-2026","12-Mar-2026","12-Mar-2026","Market Purchase","-","-","0","0","0","0","BSE","-","13-Mar-2026 15:07","https://nsearchives.nseindia.com/corporate/xbrl/IT_1195726_1635449_13032026030756_WEB.xml"
"HEG","HEG Limited","7(2)","Redrose Vanijya LLP","Promoter Group","Equity Shares","56737775","29.4",,"105000","53075199","Buy","Equity Shares","56842775","29.46","13-Mar-2026","13-Mar-2026","13-Mar-2026","Market Purchase","-","-","0","0","0","0","NSE","-","13-Mar-2026 14:42","https://nsearchives.nseindia.com/corporate/xbrl/IT_1195723_1635434_13032026024238_WEB.xml"
"VSTL","Vibhor Steel Tubes Limited","7(2)","PRATIMA SANDHIR","Promoter Group","Equity Shares","341010","1.8",,"6000","685771","Buy","Equity Shares","347010","1.83","12-Mar-2026","12-Mar-2026","13-Mar-2026","Market Purchase","-","-","0","0","0","0","NSE","-","13-Mar-2026 14:18","https://nsearchives.nseindia.com/corporate/xbrl/IT_1195720_1635417_13032026021856_WEB.xml"
"APRAMEYA","Aprameya Engineering Limited","7(2)","Chetan Mohan Joshi","Director","Equity Shares","6940500","36.45",,"9500","2221250","Buy","Equity Shares","6950000","36.5","11-Mar-2026","11-Mar-2026","13-Mar-2026","Market Purchase","-","-","0","0","0","0","NSE","-","13-Mar-2026 14:03","https://nsearchives.nseindia.com/corporate/xbrl/IT_1195718_1635412_13032026020309_WEB.xml"
"APRAMEYA","Aprameya Engineering Limited","7(2)","Saurabh Kishorbhai Bhatt","Director","Equity Shares","6940500","36.45",,"9500","2224700","Buy","Equity Shares","6950000","36.5","11-Mar-2026","11-Mar-2026","13-Mar-2026","Market Purchase","-","-","0","0","0","0","NSE","-","13-Mar-2026 14:03","https://nsearchives.nseindia.com/corporate/xbrl/IT_1195718_1635412_13032026020309_WEB.xml"
"AFFLE","Affle 3i Limited","7(2)","Affle (India) Limited Employees Welfare Trust","Other","Equity Shares","179125","0.12",,"12900","13600000","Sell","Equity Shares","166225","0.12","11-Mar-2026","11-Mar-2026","11-Mar-2026","ESOP","-","-","0","0","0","0","NSE","-","13-Mar-2026 13:48","https://nsearchives.nseindia.com/corporate/xbrl/IT_1195713_1635407_13032026014806_WEB.xml"
"DHARARAIL","Dhara Rail Projects Limited","7(2)","Medha Family Office LLP","Promoter Group","Equity Shares","328000","2.17",,"1000","108043","Buy","Equity Shares","329000","2.18","12-Mar-2026","12-Mar-2026","13-Mar-2026","Market Purchase","-","-","0","0","0","0","NSE","-","13-Mar-2026 13:22","https://nsearchives.nseindia.com/corporate/xbrl/IT_1195709_1635397_13032026012252_WEB.xml"
"JSL","Jindal Stainless Limited","7(2)","JSL OVERSEAS HOLDING LTD","Promoter Group","Equity Shares","139267820","16.89",,"162132","117360727","Buy","Equity Shares","139429952","16.91","10-Mar-2026","10-Mar-2026","11-Mar-2026","Market Purchase","-","-","0","0","0","0","NSE","-","13-Mar-2026 13:11","https://nsearchives.nseindia.com/corporate/xbrl/IT_1195707_1635394_13032026011151_WEB.xml"
"JSL","Jindal Stainless Limited","7(2)","JSL OVERSEAS HOLDING LTD","Promoter Group","Equity Shares","139429952","16.91",,"692015","515983761","Buy","Equity Shares","140121967","16.99","11-Mar-2026","12-Mar-2026","13-Mar-2026","Market Purchase","-","-","0","0","0","0","NSE","-","13-Mar-2026 13:11","https://nsearchives.nseindia.com/corporate/xbrl/IT_1195707_1635394_13032026011151_WEB.xml"
"KPITTECH","KPIT Technologies Limited","7(2)","KPIT TECHNOLOGIES LIMITED EMPLOYEES WELFARE TRUST","Other","Equity Shares","1952637","0.71",,"3360","33600","Sell","Equity Shares","1949277","0.71","10-Mar-2026","10-Mar-2026","11-Mar-2026","ESOP","-","-","0","0","0","0","NA","-","13-Mar-2026 13:08","https://nsearchives.nseindia.com/corporate/xbrl/IT_1195706_1635387_13032026010858_WEB.xml"
"HALDER","Halder Venture Limited","7(2)","Prakruti Commosale Private Limited","Promoter Group","Equity Shares","360000","2.89",,"18156","4622628","Sell","Equity Shares","341844","2.74","12-Mar-2026","12-Mar-2026","13-Mar-2026","Market Sale","-","-","0","0","0","0","NSE","-","13-Mar-2026 12:47","https://nsearchives.nseindia.com/corporate/xbrl/IT_1195703_1635378_13032026124728_WEB.xml"
